move_id,name,type,category,power,accuracy,pp,priority,target,contact,status_effect,stat_effect,effect_description,source,source_url,category_gen1,damage_model,is_damaging,is_fixed_damage,is_ohko,multi_hit_min,multi_hit_max,two_turn,high_crit_ratio,recoil_fraction,drain_fraction,self_faints,standard_formula_power,mechanics_source,mechanics_source_url,raw_power_gen1,multi_hit_distribution,two_turn_description,special_rule
121,Slash,Normal,Physical,70.0,100.0,20,0,single_opponent,not_defined_in_gen1,,,Has a high critical hit ratio.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_high_crit,True,False,False,,,False,8,,,False,70.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,70.0,,,
122,Sleep Powder,Grass,Special,,75.0,15,0,single_opponent,not_defined_in_gen1,,,Puts the target to sleep.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
123,Sludge,Poison,Physical,65.0,100.0,20,0,single_opponent,not_defined_in_gen1,,,Has a ~30% chance to poison the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,65.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,65.0,,,
124,Smog,Poison,Physical,20.0,70.0,20,0,single_opponent,not_defined_in_gen1,,,Has a ~30% chance to poison the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,20.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,20.0,,,
125,Smokescreen,Normal,Physical,,100.0,20,0,single_opponent,not_defined_in_gen1,,,Lowers the target's Accuracy by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
126,Softboiled,Normal,Physical,,,10,0,single_opponent,not_defined_in_gen1,,,"Restores 1/2 of the user's max HP. However, this move fails if the user's current HP is 511 or 255 HP below its value at full health.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
127,Solarbeam,Grass,Special,120.0,100.0,10,0,single_opponent,not_defined_in_gen1,,,"The user prepares on turn one, becoming uncontrollable, and then attacks on turn two.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,two_turn,True,False,False,,,True,1,,,False,120.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,120.0,,turn_1_prepare;turn_2_attack,
128,Sonicboom,Normal,Physical,,90.0,20,0,single_opponent,not_defined_in_gen1,,,Always deals 20 points of damage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,fixed_20,True,True,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,Fixed 20 damage.
129,Spike Cannon,Normal,Physical,20.0,100.0,15,0,single_opponent,not_defined_in_gen1,,,"Attacks 2-5 times in one turn; if one of these attacks breaks a target's Substitute, the target will take damage for the rest of the hits. This move has a 3/8 chance to hit twice, a 3/8 chance to hit three times, a 1/8 chance to hit four times and a 1/8 chance to hit five times.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,multi_hit,True,False,False,2.0,5.0,False,1,,,False,20.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,20.0,2:3/8;3:3/8;4:1/8;5:1/8,,
130,Splash,Normal,Physical,,,40,0,single_opponent,not_defined_in_gen1,,,Doesn't do anything (but we still love it).,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
131,Spore,Grass,Special,,100.0,15,0,single_opponent,not_defined_in_gen1,,,Puts the target to sleep.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
132,Stomp,Normal,Physical,65.0,100.0,20,0,single_opponent,not_defined_in_gen1,,,Has a ~30% chance to make the target flinch.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,65.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,65.0,,,
133,Strength,Normal,Physical,80.0,100.0,15,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,80.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,80.0,,,
134,String Shot,Bug,Physical,,95.0,40,0,single_opponent,not_defined_in_gen1,,,Lowers the target's Speed by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
135,Struggle,Normal,Physical,50.0,100.0,1,0,single_opponent,not_defined_in_gen1,,,"Used automatically when all of the user's other moves have run out of PP or are otherwise inaccessible. The user receives 1/4 recoil damage. Struggle is classified as a Normal-type move, so it is resisted by Rock-type Pokemon and cannot hit Ghost-type Pokemon at all.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_plus_recoil,True,False,False,,,False,1,0.5,,False,50.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,50.0,,,
136,Stun Spore,Grass,Special,,75.0,30,0,single_opponent,not_defined_in_gen1,,,Paralyzes the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
137,Submission,Fighting,Physical,80.0,80.0,20,0,single_opponent,not_defined_in_gen1,,,The user receives 1/4 recoil damage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_plus_recoil,True,False,False,,,False,1,0.25,,False,80.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,80.0,,,
138,Substitute,Normal,Physical,,,10,0,single_opponent,not_defined_in_gen1,,,"The user takes one-fourth of its maximum HP to create a substitute; this move fails if the user does not have enough HP for this. Until the substitute is broken, it receives damage from all attacks made by other Pokemon. In-game, the user can still be inflicted with status effects and stat modifiers from other Pokemon, but this is fixed in Pokemon Stadium. If a Substitute breaks from a hit during a multistrike move such as Fury Attack, the user takes damage from the remaining strikes.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
139,Super Fang,Normal,Physical,,90.0,10,0,single_opponent,not_defined_in_gen1,,,This move halves the target's current HP.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,half_current_hp,True,True,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,Deals half of target current HP (rounded down in Gen I).
140,Supersonic,Normal,Physical,,55.0,20,0,single_opponent,not_defined_in_gen1,,,Confuses the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
141,Surf,Water,Special,95.0,100.0,15,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,95.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,95.0,,,
142,Swift,Normal,Physical,60.0,,20,0,single_opponent,not_defined_in_gen1,,,Ignores Evasion and Accuracy modifiers and will hit Pokemon even if they are in the middle of Fly or Dig. Has a 1-in-256 chance of missing.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,60.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,60.0,,,
143,Swords Dance,Normal,Physical,,,30,0,single_opponent,not_defined_in_gen1,,,Raises the user's Attack by 2 stages.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
144,Tackle,Normal,Physical,35.0,95.0,35,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,35.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,35.0,,,
145,Tail Whip,Normal,Physical,,100.0,30,0,single_opponent,not_defined_in_gen1,,,Lowers the target's Defense by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
146,Take Down,Normal,Physical,90.0,85.0,20,0,single_opponent,not_defined_in_gen1,,,The user receives 1/4 recoil damage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_plus_recoil,True,False,False,,,False,1,0.25,,False,90.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,90.0,,,
147,Teleport,Psychic,Special,,,20,0,single_opponent,not_defined_in_gen1,,,Escapes from wild battles; fails automatically in trainer and link battles.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
148,Thrash,Normal,Physical,90.0,100.0,20,0,single_opponent,not_defined_in_gen1,,,The user attacks uncontrollably for 2-3 turns and then gets confused.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,90.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,90.0,,,
149,Thunder,Electric,Special,120.0,70.0,10,0,single_opponent,not_defined_in_gen1,,,Has a ~10% chance to paralyze the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,120.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,120.0,,,
150,Thunder Wave,Electric,Special,,100.0,20,0,single_opponent,not_defined_in_gen1,,,Paralyzes the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
151,Thunderbolt,Electric,Special,95.0,100.0,15,0,single_opponent,not_defined_in_gen1,,,Has a ~10% chance to paralyze the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,95.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,95.0,,,
152,Thunderpunch,Electric,Special,75.0,100.0,15,0,single_opponent,not_defined_in_gen1,,,Has a ~10% chance to paralyze the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,75.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,75.0,,,
153,Thundershock,Electric,Special,40.0,100.0,30,0,single_opponent,not_defined_in_gen1,,,Has a ~10% chance to paralyze the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,40.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,40.0,,,
154,Toxic,Poison,Physical,,85.0,10,0,single_opponent,not_defined_in_gen1,,,"The target is badly poisoned, with the damage caused by poison doubling after each turn. However, Toxic poisoning will revert to normal poisoning if the poisoned Pokemon is switched out or uses Haze. Damage caused by Leech Seed will also increase as Toxic damage increases.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
155,Transform,Normal,Physical,,,10,0,single_opponent,not_defined_in_gen1,,,"The user morphs into a near-exact copy of the target. Stats, stat modifiers, type, moves and appearance are changed; the user's level and HP remain the same and each copied move receives only 5 PP.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
156,Tri Attack,Normal,Physical,80.0,100.0,10,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,80.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,80.0,,,
157,Twineedle,Bug,Physical,25.0,100.0,20,0,single_opponent,not_defined_in_gen1,,,"Strikes twice; if the first hit breaks the target's Substitute, the real Pokemon will take damage from the second hit. Has a ~20% chance to poison the target .",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,multi_hit,True,False,False,2.0,5.0,False,1,,,False,25.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,25.0,2:1,,
158,Vicegrip,Normal,Physical,55.0,100.0,30,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,55.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,55.0,,,
159,Vine Whip,Grass,Special,35.0,100.0,10,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,35.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,35.0,,,
160,Water Gun,Water,Special,40.0,100.0,25,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,40.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,40.0,,,
161,Waterfall,Water,Special,80.0,100.0,15,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,standard_formula,True,False,False,,,False,1,,,False,80.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,80.0,,,
162,Whirlwind,Normal,Physical,,85.0,20,0,single_opponent,not_defined_in_gen1,,,Escapes from wild battles; fails automatically in trainer and link battles.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
163,Wing Attack,Flying,Physical,35.0,100.0,35,0,single_opponent,not_defined_in_gen1,,,Damages the target.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,35.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,35.0,,,
164,Withdraw,Water,Special,,,40,0,single_opponent,not_defined_in_gen1,,,Raises the user's Defense by 1 stage.,User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Special,status,False,False,False,,,False,1,,,False,,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,,,,
165,Wrap,Normal,Physical,15.0,85.0,20,0,single_opponent,not_defined_in_gen1,,,"The user becomes uncontrollable and attacks for 2-5 consecutive turns; the target cannot make attacks of its own during this time, but it may switch out, use items or run away.",User-provided moves.csv cross-checked against Pokémon Database Generation I move list,https://pokemondb.net/move/generation/1,Physical,standard_formula,True,False,False,,,False,1,,,False,15.0,Bulbapedia Generation I move/damage mechanics; supplied Gen-I move dataset cross-check,https://bulbapedia.bulbagarden.net/wiki/Damage,15.0,,,
